"ID","BDAT","LACT","Event","DIM","Date","Remark","Protocols","Technician",
      5255 ,04/28/18,   3 ,PNEU       ,   3 ,06/07/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5257 ,04/28/18,   2 ,PNEU       , 384 ,03/17/22,                ,PolyFlex.22     ,Diana,
      5279 ,05/09/18,   3 ,DIARHEA    ,  12 ,04/24/22,PMP.BOL         ,PUMP/BOLUS,Miguel,
      5279 ,05/09/18,   3 ,PNEU       ,  67 ,06/18/22,CEF.26SQ        ,Ceftiofur.26    ,Miguel,
      5281 ,05/12/18,   3 ,DIARHEA    ,   5 ,06/26/22,PMP.BOL         ,PUMP/BOLUS,Miguel,
      5281 ,05/12/18,   3 ,PNEU       ,  12 ,07/03/22,CEF.22SQ        ,Ceftiofur.22    ,Miguel,
      5282 ,05/12/18,   3 ,PNEU       ,  58 ,07/14/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      5282 ,05/12/18,   3 ,DIARHEA    ,  61 ,07/17/22,PMP.BOL         ,PUMP/BOLUS,Miguel,
      5287 ,05/13/18,   3 ,DIARHEA    , 167 ,10/10/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5287 ,05/13/18,   3 ,DIARHEA    , 170 ,10/13/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5295 ,05/16/18,   3 ,PNEU       ,  80 ,06/27/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5297 ,05/16/18,   3 ,DIARHEA    ,  11 ,06/17/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5300 ,05/17/18,   4 ,DIARHEA    ,  10 ,07/29/23,PMP.BOL         ,PUMP/BOLUS,,
      5304 ,05/18/18,   2 ,DIARHEA    ,  15 ,05/23/21,                ,PUMP/BOLUS,Belsasar,
      5315 ,05/24/18,   3 ,DIARHEA    ,   6 ,06/16/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5317 ,05/24/18,   3 ,DIARHEA    ,  25 ,05/03/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5318 ,05/24/18,   2 ,DIARHEA    ,   7 ,05/28/21,                ,PUMP/BOLUS,Tara,
      5318 ,05/24/18,   3 ,PNEU       ,  19 ,06/17/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      5320 ,05/24/18,   2 ,PNEU       , 182 ,11/20/21,                ,PolyFlex.22     ,Diana,
      5321 ,05/25/18,   2 ,DIARHEA    ,   2 ,04/27/21,                ,PUMP/BOLUS,Diana,
      5321 ,05/25/18,   2 ,DIARHEA    ,   3 ,04/28/21,                ,PUMP/BOLUS,Diana,
      5321 ,05/25/18,   2 ,DIARHEA    ,   4 ,04/29/21,                ,PUMP/BOLUS,Diana,
      5325 ,05/26/18,   2 ,DIARHEA    , 400 ,04/27/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5325 ,05/26/18,   3 ,DIARHEA    ,   9 ,05/01/22,PMP.BOL         ,PUMP/BOLUS,,
      5329 ,05/28/18,   3 ,DIARHEA    ,  10 ,09/01/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5331 ,05/29/18,   2 ,DIARHEA    ,   3 ,10/09/21,                ,PUMP/BOLUS,Diana,
      5331 ,05/29/18,   2 ,DIARHEA    ,   4 ,10/10/21,                ,PUMP/BOLUS,Belsasar,
      5331 ,05/29/18,   2 ,DIARHEA    ,  17 ,10/23/21,BOLUS           ,PUMP/BOLUS,Diana,
      5331 ,05/29/18,   2 ,DIARHEA    ,  18 ,10/24/21,                ,PUMP/BOLUS,Belsasar,
      5335 ,06/01/18,   2 ,PNEU       ,  12 ,05/05/21,                ,PolyFlex.22     ,Diana,
      5337 ,06/02/18,   3 ,DIARHEA    ,  14 ,08/17/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5337 ,06/02/18,   3 ,DIARHEA    ,  14 ,08/17/22,CEF.26SQ        ,Ceftiofur.26    ,,
      5346 ,06/04/18,   2 ,DIARHEA    , 378 ,06/25/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5346 ,06/04/18,   2 ,PNEU       , 403 ,07/20/22,POL.26IM        ,Polyflex.26     ,Moise's,
      5346 ,06/04/18,   2 ,DIARHEA    , 404 ,07/21/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5346 ,06/04/18,   2 ,DIARHEA    , 407 ,07/24/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5346 ,06/04/18,   2 ,DIARHEA    , 408 ,07/25/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5347 ,06/04/18,   2 ,PNEU       ,  76 ,08/21/21,                ,PolyFlex.22     ,,
      5349 ,06/05/18,   3 ,PNEU       ,   3 ,06/23/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5353 ,06/06/18,   3 ,PNEU       ,  38 ,08/29/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
      5358 ,06/09/18,   2 ,DIARHEA    ,   7 ,03/16/21,                ,PUMP/BOLUS,Diana,
      5358 ,06/09/18,   2 ,DIARHEA    ,   8 ,03/17/21,                ,PUMP/BOLUS,Diana,
      5358 ,06/09/18,   2 ,DIARHEA    ,   9 ,03/18/21,                ,PUMP/BOLUS,Diana,
      5360 ,06/10/18,   3 ,DIARHEA    ,   5 ,08/25/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5360 ,06/10/18,   3 ,DIARHEA    ,   8 ,08/28/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5360 ,06/10/18,   3 ,DIARHEA    ,  15 ,09/04/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5361 ,06/10/18,   3 ,DIARHEA    , 110 ,10/26/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5361 ,06/10/18,   3 ,PNEU       , 110 ,10/26/22,CEF.26SQ        ,Ceftiofur.26    ,,
      5364 ,06/11/18,   3 ,PNEU       ,  83 ,10/06/22,XC.20BOE        ,EXCEDE.20       ,Diana,
      5369 ,06/13/18,   2 ,PNEU       , 160 ,01/07/22,OXYTET          ,OXYTET.50       ,,
      5373 ,06/15/18,   3 ,PNEU       ,   8 ,07/29/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      5377 ,06/17/18,   3 ,PNEU       ,  70 ,08/25/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5381 ,06/18/18,   2 ,PNEU       , 359 ,06/07/22,POL.26IM        ,Polyflex.26     ,Moise's,
      5381 ,06/18/18,   3 ,PNEU       ,   1 ,06/15/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5382 ,06/18/18,   3 ,DIARHEA    ,  10 ,11/06/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5384 ,06/19/18,   3 ,PNEU       ,   3 ,08/01/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      5407 ,06/30/18,   3 ,PNEU       ,   3 ,05/06/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      5409 ,07/01/18,   3 ,DIARHEA    ,  12 ,07/06/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5422 ,07/07/18,   2 ,PNEU       , 325 ,04/02/22,EXCEDE          ,EXCEDE.17       ,,
      5433 ,07/09/18,   2 ,DIARHEA    , 143 ,09/30/21,                ,PUMP/BOLUS,Tara,
      5439 ,07/12/18,   3 ,DIARHEA    ,  61 ,07/18/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5439 ,07/12/18,   4 ,DIARHEA    ,   5 ,05/20/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      5455 ,07/17/18,   3 ,DIARHEA    ,   4 ,07/13/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5455 ,07/17/18,   3 ,PNEU       ,  38 ,08/16/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      5455 ,07/17/18,   3 ,PNEU       ,  93 ,10/10/22,XC.20BOE        ,EXCEDE.20       ,Diana,
      5459 ,07/19/18,   3 ,PNEU       ,  13 ,08/23/22,POL.26IM        ,Polyflex.26     ,,
      5461 ,07/19/18,   3 ,PNEU       ,   8 ,08/27/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5471 ,07/26/18,   3 ,PNEU       ,  36 ,08/29/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
      5483 ,07/30/18,   3 ,DIARHEA    ,   8 ,09/12/22,PMP.BOL         ,PUMP/BOLUS,,
      5485 ,07/30/18,   2 ,DIARHEA    ,  11 ,06/29/21,                ,PUMP/BOLUS,Tara,
      5487 ,07/31/18,   3 ,DIARHEA    ,   5 ,07/20/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5487 ,07/31/18,   3 ,PNEU       ,   7 ,07/22/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5493 ,08/01/18,   3 ,PNEU       ,   3 ,07/05/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5493 ,08/01/18,   3 ,PNEU       ,  58 ,08/29/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
      5499 ,08/03/18,   3 ,DIARHEA    ,   8 ,07/16/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5499 ,08/03/18,   3 ,DIARHEA    ,  41 ,08/18/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5499 ,08/03/18,   3 ,DIARHEA    ,  73 ,09/19/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5499 ,08/03/18,   3 ,DIARHEA    ,  77 ,09/23/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5499 ,08/03/18,   3 ,DIARHEA    ,  91 ,10/07/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5499 ,08/03/18,   3 ,DIARHEA    ,  94 ,10/10/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5501 ,08/03/18,   2 ,DIARHEA    ,   8 ,06/30/21,                ,PUMP/BOLUS,Tara,
      5506 ,08/05/18,   3 ,DIARHEA    ,  32 ,10/02/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5508 ,08/06/18,   2 ,PNEU       , 219 ,04/01/22,OXYTET          ,OXYTET.50       ,,
      5513 ,08/07/18,   3 ,DIARHEA    ,   4 ,07/05/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5513 ,08/07/18,   3 ,PNEU       ,   5 ,07/06/22,CEF.22SQ        ,Ceftiofur.22    ,Moise's,
      5518 ,08/08/18,   2 ,DIARHEA    ,  11 ,01/11/22,                ,PUMP/BOLUS,Diana,
      5518 ,08/08/18,   2 ,DIARHEA    ,  12 ,01/12/22,                ,PUMP/BOLUS,Diana,
      5518 ,08/08/18,   2 ,DIARHEA    ,  13 ,01/13/22,                ,PUMP/BOLUS,Diana,
      5518 ,08/08/18,   2 ,DIARHEA    ,  14 ,01/14/22,                ,PUMP/BOLUS,Diana,
      5518 ,08/08/18,   2 ,DIARHEA    ,  15 ,01/15/22,                ,PUMP/BOLUS,Diana,
      5518 ,08/08/18,   2 ,DIARHEA    ,  21 ,01/21/22,                ,PUMP/BOLUS,Diana,
      5518 ,08/08/18,   2 ,DIARHEA    ,  22 ,01/22/22,                ,PUMP/BOLUS,Diana,
      5518 ,08/08/18,   2 ,DIARHEA    ,  23 ,01/23/22,                ,PUMP/BOLUS,Belsasar,
      5523 ,08/09/18,   2 ,PNEU       , 409 ,07/01/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5524 ,08/09/18,   3 ,PNEU       ,   5 ,07/24/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
      5529 ,08/11/18,   2 ,PNEU       , 191 ,02/03/22,OXYTET          ,OXYTET.50       ,,
      5541 ,08/15/18,   2 ,PNEU       , 118 ,11/04/21,                ,PolyFlex.22     ,Diana,
      5545 ,08/15/18,   3 ,PNEU       ,  47 ,07/23/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      5551 ,08/18/18,   3 ,PNEU       ,   6 ,08/02/22,POL.26IM        ,Polyflex.26     ,Moise's,
      5558 ,08/22/18,   2 ,PNEU       , 200 ,03/29/22,EXCEDE          ,EXCEDE.17       ,,
      5558 ,08/22/18,   3 ,PNEU       ,   2 ,09/28/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
      5561 ,08/22/18,   3 ,PNEU       , 255 ,05/29/23,POL.26IM        ,Polyflex.26     ,Lidia,
      5570 ,08/28/18,   3 ,PNEU       ,   2 ,06/30/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5579 ,08/31/18,   3 ,PNEU       ,   3 ,07/31/22,XC.20BOE        ,EXCEDE.20       ,Diana,
      5579 ,08/31/18,   3 ,PNEU       ,  28 ,08/25/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5583 ,09/01/18,   2 ,PNEU       ,  53 ,09/07/21,                ,PolyFlex.22     ,Diana,
      5586 ,09/03/18,   3 ,PNEU       ,   7 ,08/31/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
      5592 ,09/05/18,   2 ,PNEU       , 100 ,10/19/21,                ,Ceftiofur.22    ,Tara,
      5595 ,09/06/18,   2 ,DIARHEA    , 388 ,12/07/22,PMP.BOL         ,PUMP/BOLUS,Lidia,
      5604 ,09/09/18,   3 ,PNEU       ,  45 ,10/04/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
      5613 ,09/12/18,   3 ,PNEU       ,   3 ,08/13/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      5614 ,09/13/18,   3 ,DIARHEA    ,  16 ,08/21/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5625 ,09/17/18,   2 ,DIARHEA    ,   5 ,12/28/21,                ,PUMP/BOLUS,Diana,
      5625 ,09/17/18,   2 ,DIARHEA    ,   6 ,12/29/21,                ,PUMP/BOLUS,Diana,
      5625 ,09/17/18,   2 ,DIARHEA    ,  10 ,01/02/22,                ,PUMP/BOLUS,Belsasar,
      5625 ,09/17/18,   2 ,DIARHEA    ,  11 ,01/03/22,                ,PUMP/BOLUS,Diana,
      5625 ,09/17/18,   2 ,DIARHEA    ,  12 ,01/04/22,                ,PUMP/BOLUS,Diana,
      5629 ,09/18/18,   2 ,DIARHEA    ,   8 ,09/08/21,BOLUS           ,PUMP/BOLUS,Tara,
      5632 ,09/18/18,   2 ,PNEU       ,   2 ,10/30/21,                ,Ceftiofur.22    ,Diana,
      5638 ,09/21/18,   2 ,PNEU       , 202 ,02/18/22,                ,PolyFlex.22     ,,
      5642 ,09/25/18,   2 ,DIARHEA    ,  11 ,12/21/21,                ,PUMP/BOLUS,Diana,
      5642 ,09/25/18,   2 ,DIARHEA    ,  13 ,12/23/21,                ,PUMP/BOLUS,Diana,
      5642 ,09/25/18,   2 ,DIARHEA    ,  20 ,12/30/21,                ,PUMP/BOLUS,Diana,
      5642 ,09/25/18,   2 ,DIARHEA    ,  21 ,12/31/21,                ,PUMP/BOLUS,Diana,
      5642 ,09/25/18,   2 ,DIARHEA    ,  22 ,01/01/22,                ,PUMP/BOLUS,Belsasar,
      5642 ,09/25/18,   2 ,DIARHEA    ,  23 ,01/02/22,                ,PUMP/BOLUS,Belsasar,
      5642 ,09/25/18,   2 ,DIARHEA    ,  24 ,01/03/22,                ,PUMP/BOLUS,Diana,
      5653 ,10/01/18,   3 ,DIARHEA    ,  14 ,08/24/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5653 ,10/01/18,   4 ,DIARHEA    ,   5 ,08/01/23,PMP.BOL         ,PUMP/BOLUS,,
      5659 ,10/02/18,   2 ,DIARHEA    ,   7 ,10/02/21,                ,PUMP/BOLUS,Diana,
      5659 ,10/02/18,   2 ,DIARHEA    ,   8 ,10/03/21,                ,PUMP/BOLUS,Belsasar,
      5660 ,10/02/18,   2 ,DIARHEA    ,  18 ,08/29/21,                ,PUMP/BOLUS,Belsasar,
      5661 ,10/03/18,   2 ,DIARHEA    ,   2 ,08/21/21,                ,PUMP/BOLUS,Diana,
      5661 ,10/03/18,   2 ,DIARHEA    ,   3 ,08/22/21,                ,PUMP/BOLUS,Diana,
      5667 ,10/04/18,   3 ,DIARHEA    ,  12 ,08/28/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5683 ,10/10/18,   3 ,DIARHEA    ,  16 ,07/15/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5684 ,10/10/18,   3 ,PNEU       ,   2 ,06/08/22,XC.20BOE        ,EXCEDE.20       ,,
      5698 ,10/20/18,   2 ,DIARHEA    ,  14 ,11/21/21,                ,PUMP/BOLUS,Belsasar,
      5698 ,10/20/18,   2 ,DIARHEA    ,  15 ,11/22/21,                ,PUMP/BOLUS,Diana,
      5698 ,10/20/18,   2 ,DIARHEA    ,  16 ,11/23/21,                ,PUMP/BOLUS,Diana,
      5707 ,10/28/18,   4 ,DIARHEA    ,   3 ,08/11/23,PMP.BOL         ,PUMP/BOLUS,,
      5710 ,10/28/18,   2 ,DIARHEA    ,   3 ,02/17/22,                ,PUMP/BOLUS,Diana,
      5710 ,10/28/18,   2 ,DIARHEA    ,   4 ,02/18/22,OP              ,PUMP/BOLUS,Diana,
      5710 ,10/28/18,   2 ,DIARHEA    ,   5 ,02/19/22,                ,PUMP/BOLUS,Diana,
      5710 ,10/28/18,   2 ,DIARHEA    ,  20 ,03/06/22,                ,PUMP/BOLUS,Diana,
      5710 ,10/28/18,   2 ,DIARHEA    ,  21 ,03/07/22,                ,PUMP/BOLUS,Diana,
      5710 ,10/28/18,   2 ,DIARHEA    ,  22 ,03/08/22,                ,PUMP/BOLUS,Diana,
      5730 ,11/08/18,   2 ,DIARHEA    ,  15 ,02/06/22,                ,PUMP/BOLUS,Diana,
      5730 ,11/08/18,   2 ,DIARHEA    ,  16 ,02/07/22,                ,PUMP/BOLUS,Diana,
      5730 ,11/08/18,   2 ,PNEU       ,  63 ,03/26/22,EXCEDE          ,EXCEDE.17       ,Diana,
      5730 ,11/08/18,   2 ,PNEU       , 210 ,08/20/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5731 ,11/08/18,   2 ,DIARHEA    ,   4 ,02/15/22,OP              ,PUMP/BOLUS,Diana,
      5731 ,11/08/18,   2 ,DIARHEA    ,   5 ,02/16/22,                ,PUMP/BOLUS,Diana,
      5731 ,11/08/18,   2 ,DIARHEA    ,   6 ,02/17/22,                ,PUMP/BOLUS,Diana,
      5731 ,11/08/18,   2 ,DIARHEA    ,  30 ,03/13/22,                ,PUMP/BOLUS,Belsasar,
      5742 ,11/14/18,   2 ,PNEU       , 277 ,11/22/22,POL.26IM        ,Polyflex.26     ,,
      5746 ,11/15/18,   3 ,DIARHEA    ,   2 ,12/18/22,PMP.BOL         ,PUMP/BOLUS,Lidia,
      5758 ,11/20/18,   2 ,PNEU       ,  60 ,01/22/22,PENICILL        ,PENICILLIN      ,,
      5770 ,11/27/18,   2 ,PNEU       , 255 ,08/25/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5784 ,11/30/18,   1 ,PNEU       , 434 ,01/22/22,PENICILL        ,PENICILLIN      ,,
      5785 ,12/02/18,   2 ,PNEU       ,  28 ,02/21/22,OXYTET          ,OXYTET.50       ,,
      5793 ,12/10/18,   2 ,PNEU       , 221 ,08/26/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5797 ,12/12/18,   3 ,DIARHEA    ,  12 ,01/15/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      5802 ,12/14/18,   2 ,DIARHEA    ,   5 ,11/27/21,                ,PUMP/BOLUS,Diana,
      5802 ,12/14/18,   2 ,DIARHEA    ,   6 ,11/28/21,                ,PUMP/BOLUS,Belsasar,
      5802 ,12/14/18,   2 ,DIARHEA    ,   7 ,11/29/21,                ,PUMP/BOLUS,Diana,
      5806 ,12/17/18,   2 ,DIARHEA    ,  13 ,02/25/22,                ,PUMP/BOLUS,Belsasar,
      5806 ,12/17/18,   2 ,DIARHEA    ,  14 ,02/26/22,                ,PUMP/BOLUS,Diana,
      5806 ,12/17/18,   2 ,DIARHEA    ,  15 ,02/27/22,                ,PUMP/BOLUS,Belsasar,
      5830 ,12/30/18,   3 ,PNEU       ,   2 ,02/16/23,CEF.26SQ        ,Ceftiofur.26    ,Lidia,
      5831 ,12/30/18,   3 ,PNEU       ,  18 ,02/09/23,CEF.26SQ/INFORCE, Ceftiofur.26   , Mayte,
      5836 ,01/01/19,   2 ,PNEU       , 168 ,09/02/22,OXY.59IV        ,Oxytet.59       ,,
      5839 ,01/03/19,   2 ,PNEU       ,   2 ,12/10/21,                ,PolyFlex.22     ,Diana,
      5844 ,01/05/19,   2 ,DIARHEA    ,   2 ,03/06/22,                ,PUMP/BOLUS,,
      5844 ,01/05/19,   2 ,DIARHEA    ,   3 ,03/07/22,                ,PUMP/BOLUS,Diana,
      5844 ,01/05/19,   2 ,DIARHEA    ,   4 ,03/08/22,                ,PUMP/BOLUS,Diana,
      5846 ,01/06/19,   2 ,DIARHEA    ,  12 ,11/09/21,                ,PUMP/BOLUS,Diana,
      5866 ,01/14/19,   2 ,PNEU       ,   3 ,10/26/21,                ,PolyFlex.22     ,Tara,
      5866 ,01/14/19,   2 ,DIARHEA    ,  18 ,11/10/21,                ,PUMP/BOLUS,Diana,
      5866 ,01/14/19,   2 ,DIARHEA    ,  19 ,11/11/21,                ,PUMP/BOLUS,Diana,
      5866 ,01/14/19,   2 ,DIARHEA    ,  20 ,11/12/21,                ,PUMP/BOLUS,Diana,
      5873 ,01/14/19,   3 ,DIARHEA    ,   6 ,03/10/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      5877 ,01/20/19,   2 ,PNEU       , 268 ,08/26/22,XC.20BOE        ,EXCEDE.20       ,,
      5884 ,01/23/19,   2 ,PNEU       , 203 ,07/01/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5886 ,01/24/19,   2 ,PNEU       , 107 ,03/24/22,EXCEDE          ,EXCEDE.17       ,Diana,
      5886 ,01/24/19,   2 ,DIARHEA    , 108 ,03/25/22,KAOLIN          ,PUMP/BOLUS,Diana,
      5887 ,01/24/19,   2 ,DIARHEA    ,   2 ,02/03/22,                ,PUMP/BOLUS,Diana,
      5887 ,01/24/19,   2 ,DIARHEA    ,   3 ,02/04/22,                ,PUMP/BOLUS,Diana,
      5887 ,01/24/19,   2 ,DIARHEA    ,   4 ,02/05/22,                ,PUMP/BOLUS,Diana,
      5890 ,01/25/19,   1 ,DIARHEA    , 370 ,12/01/21,ALF/YMCP,PUMP/BOLUS,Diana,
      5890 ,01/25/19,   1 ,DIARHEA    , 371 ,12/02/21,                ,PUMP/BOLUS,Diana,
      5890 ,01/25/19,   1 ,DIARHEA    , 372 ,12/03/21,YMCP            ,PUMP/BOLUS,Diana,
      5906 ,01/31/19,   2 ,PNEU       ,  68 ,02/26/22,OXYTET          ,OXYTET.50       ,Diana,
      5908 ,02/01/19,   2 ,DIARHEA    ,  16 ,02/04/22,                ,PUMP/BOLUS,Diana,
      5908 ,02/01/19,   2 ,DIARHEA    ,  17 ,02/05/22,                ,PUMP/BOLUS,Diana,
      5908 ,02/01/19,   2 ,DIARHEA    ,  18 ,02/06/22,                ,PUMP/BOLUS,Diana,
      5939 ,02/14/19,   2 ,DIARHEA    , 322 ,10/31/22,PMP.BOL         ,PUMP/BOLUS,,
      5952 ,02/18/19,   2 ,DIARHEA    ,   6 ,02/24/22,                ,PUMP/BOLUS,Diana,
      5952 ,02/18/19,   2 ,DIARHEA    ,   7 ,02/25/22,                ,PUMP/BOLUS,Diana,
      5952 ,02/18/19,   2 ,DIARHEA    ,   8 ,02/26/22,                ,PUMP/BOLUS,Diana,
      5952 ,02/18/19,   2 ,DIARHEA    ,  10 ,02/28/22,                ,PUMP/BOLUS,Diana,
      5952 ,02/18/19,   2 ,DIARHEA    ,  11 ,03/01/22,                ,PUMP/BOLUS,Diana,
      5952 ,02/18/19,   2 ,DIARHEA    ,  12 ,03/02/22,                ,PUMP/BOLUS,Diana,
      5960 ,02/21/19,   2 ,DIARHEA    ,  95 ,03/13/22,                ,PUMP/BOLUS,Belsasar,
      5964 ,02/23/19,   2 ,DIARHEA    ,   4 ,01/13/22,                ,PUMP/BOLUS,Diana,
      5964 ,02/23/19,   2 ,DIARHEA    ,   5 ,01/14/22,                ,PUMP/BOLUS,Diana,
      5964 ,02/23/19,   2 ,DIARHEA    ,   6 ,01/15/22,                ,PUMP/BOLUS,Diana,
      5965 ,02/23/19,   2 ,DIARHEA    ,  40 ,01/20/22,                ,PUMP/BOLUS,Diana,
      5968 ,02/25/19,   2 ,DIARHEA    ,   7 ,03/14/22,                ,PUMP/BOLUS,Diana,
      5976 ,02/28/19,   3 ,DIARHEA    ,  54 ,06/04/23,PMP.BOL         ,PUMP/BOLUS,Mayte,
      5985 ,03/07/19,   1 ,PNEU       ,  64 ,05/23/21,30              ,PolyFlex.22     ,,
      5985 ,03/07/19,   1 ,PNEU       ,  84 ,06/12/21,OXYTET          ,OXYTET.50       ,,
      5999 ,03/13/19,   1 ,PNEU       , 250 ,11/28/21,OXYTET          ,OXYTET.50       ,,
      6003 ,03/18/19,   3 ,DIARHEA    ,   6 ,04/16/23,PMP.BOL         ,PUMP/BOLUS,Mayte,
      6005 ,03/19/19,   2 ,PNEU       , 277 ,12/30/22,POL.26IM        ,Polyflex.26     ,Nico,
      6009 ,03/20/19,   2 ,PNEU       ,   5 ,03/01/22,                ,PolyFlex.22     ,Diana,
      6014 ,03/23/19,   2 ,DIARHEA    ,  10 ,06/11/22,PMP.BOL         ,PUMP/BOLUS,Miguel,
      6014 ,03/23/19,   2 ,PNEU       ,  79 ,08/19/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      6032 ,04/03/19,   2 ,PNEU       ,  34 ,07/10/22,CEF.26SQ        ,Ceftiofur.26    ,Miguel,
      6032 ,04/03/19,   3 ,PNEU       , 113 ,10/24/23,XC.17BOE        ,EXCEDE.17       ,,
      6040 ,04/06/19,   3 ,DIARHEA    ,   9 ,03/10/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      6041 ,04/07/19,   2 ,DIARHEA    ,  16 ,04/20/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      6041 ,04/07/19,   2 ,PNEU       ,  16 ,04/20/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      6043 ,04/07/19,   3 ,DIARHEA    ,  11 ,03/18/23,PMP.BOL         ,PUMP/BOLUS,Mayte,
      6048 ,04/10/19,   2 ,PNEU       ,  31 ,06/29/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      6052 ,04/10/19,   2 ,DIARHEA    ,  15 ,04/20/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      6057 ,04/16/19,   2 ,PNEU       ,   5 ,02/22/22,                ,PolyFlex.22     ,Diana,
      6060 ,04/16/19,   3 ,DIARHEA    , 275 ,11/12/23,PMP.BOL         ,PUMP/BOLUS,Samuel,
      6069 ,04/19/19,   2 ,DIARHEA    ,   8 ,02/22/22,                ,PUMP/BOLUS,Diana,
      6069 ,04/19/19,   2 ,DIARHEA    ,   9 ,02/23/22,                ,PUMP/BOLUS,Diana,
      6069 ,04/19/19,   2 ,DIARHEA    ,  10 ,02/24/22,                ,PUMP/BOLUS,Diana,
      6074 ,04/23/19,   2 ,PNEU       ,   2 ,05/24/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      6076 ,04/23/19,   3 ,DIARHEA    ,   9 ,05/05/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      6083 ,04/27/19,   2 ,DIARHEA    ,   9 ,07/06/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      6084 ,04/27/19,   2 ,PNEU       ,  12 ,06/02/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
